수집시각,구역,CPU온도,전력,응답시간,메모리
2026-08-24 08:00,Z1-알파,0.08150337837837839,0.14501948699356476,0.04654545454545448,0.1954545454545455
2026-08-24 08:00,Z2-브라보,0.542652027027027,0.4784736698993928,0.5665454545454545,0.39704545454545453
2026-08-24 08:00,Z3-찰리,0.9683277027027027,0.9557690564669628,0.9476363636363637,0.5688636363636363
2026-08-24 09:00,Z1-알파,0.10346283783783769,0.19876733436055463,0.16145454545454546,0.24818181818181823
2026-08-24 09:00,Z2-브라보,0.4527027027027028,0.44520982507024376,0.5599999999999999,0.3563636363636364
2026-08-24 09:00,Z3-찰리,0.9400337837837843,0.9191516360010877,0.8799999999999999,0.6102272727272727
2026-08-24 10:00,Z1-알파,0.1195101351351351,0.08909634732167133,0.13818181818181818,0.2556818181818182
2026-08-24 10:00,Z2-브라보,0.4687499999999999,0.4937007160337169,0.43345454545454554,0.3643181818181818
2026-08-24 10:00,Z3-찰리,0.956503378378379,0.9752560500317231,0.9265454545454544,0.6484090909090909
2026-08-24 11:00,Z1-알파,0.5213308123464374,0.08791806398984867,0.11927272727272721,0.26613636363636367
2026-08-24 11:00,Z2-브라보,0.5147804054054055,0.5343968095712861,0.4756363636363636,0.43000000000000005
2026-08-24 11:00,Z3-찰리,0.9683277027027027,0.9519622949333816,0.8305454545454546,0.6222727272727273
2026-08-24 12:00,Z1-알파,0.07179054054054038,0.07486631016042773,0.04,0.2640909090909091
2026-08-24 12:00,Z2-브라보,0.5135135135135135,0.42354753920058014,0.48800000000000004,0.45386363636363636
2026-08-24 12:00,Z3-찰리,0.9771959459459463,0.9396356385389287,0.8145454545454545,0.6138636363636363
2026-08-24 13:00,Z1-알파,0.08614864864864864,0.5001546908284795,0.16727272727272727,0.19045454545454543
2026-08-24 13:00,Z2-브라보,0.4797297297297299,0.5542463518535302,0.5519999999999999,0.3536363636363636
2026-08-24 13:00,Z3-찰리,0.9193412162162163,0.8166409861325117,0.8050909090909091,0.5581818181818182
2026-08-24 14:00,Z1-알파,0.11993243243243232,0.1694008882443578,0.002181818181818161,0.21159090909090905
2026-08-24 14:00,Z2-브라보,0.5046452702702705,0.5218888788180912,0.496,0.37136363636363634
2026-08-24 14:00,Z3-찰리,0.9839527027027029,0.8540741412127255,0.9243636363636364,0.5854545454545454
2026-08-24 15:00,Z1-알파,0.05616554054054049,0.12997371521798246,0.04218181818181816,0.27159090909090905
2026-08-24 15:00,Z2-브라보,0.47297297297297325,0.5195323121544458,0.5432727272727272,0.40795454545454546
2026-08-24 15:00,Z3-찰리,0.8526182432432434,0.8843469591226322,0.8501818181818181,0.5968181818181818
2026-08-24 16:00,Z1-알파,0.7166385135135137,0.12390102420012691,0.07345454545454541,0.1881818181818182
2026-08-24 16:00,Z2-브라보,0.43243243243243235,0.5327653403426085,0.5650909090909091,0.39704545454545453
2026-08-24 16:00,Z3-찰리,0.9472128378378378,0.8221698540741411,0.9170909090909092,0.6631818181818182
2026-08-24 17:00,Z1-알파,0.11064189189189182,0.13269283059911177,0.07490909090909088,0.23840909090909088
2026-08-24 17:00,Z2-브라보,0.5211148648648651,0.46206834043324574,0.4749090909090909,0.4040909090909091
2026-08-24 17:00,Z3-찰리,0.9155405405405405,0.8829874014320674,0.8436363636363635,0.6268181818181818
2026-08-24 18:00,Z1-알파,0.1579391891891893,0.06988126529502396,0.14763636363636362,0.23954545454545453
2026-08-24 18:00,Z2-브라보,0.4894425675675679,0.46224961479198756,0.45309090909090904,0.44477272727272726
2026-08-24 18:00,Z3-찰리,0.8391047297297302,0.8756457899030182,0.9018181818181817,0.5850000000000001
2026-08-24 19:00,Z1-알파,0.08403716216216227,0.1038702075591407,0.09381818181818176,0.20227272727272724
2026-08-24 19:00,Z2-브라보,0.5223817567567571,0.5933109761624218,0.509090909090909,0.45931818181818185
2026-08-24 19:00,Z3-찰리,0.8437500000000004,0.8332275899574004,0.8676363636363637,0.6659090909090909
2026-08-24 20:00,Z1-알파,0.07896959459459452,0.10495785371159248,0.16799999999999995,0.22977272727272727
2026-08-24 20:00,Z2-브라보,0.44805743243243257,0.48744675065711945,0.47636363636363627,0.3790909090909091
2026-08-24 21:00,Z1-알파,0.04687499999999999,0.07939816912897663,0.008727272727272748,0.26
2026-08-24 21:00,Z2-브라보,0.5059121621621625,0.5736427082389197,0.48800000000000004,0.39931818181818185
2026-08-24 21:00,Z2-브라보,0.5071790540540544,0.5736427082389197,0.48800000000000004,0.4
2026-08-24 21:00,Z3-찰리,0.8868243243243246,0.9322033898305085,0.9367272727272729,0.6120454545454546
2026-08-24 22:00,Z1-알파,0.09374999999999999,0.032720021752923045,0.08290909090909085,0.2913636363636364
2026-08-24 22:00,Z2-브라보,0.5160472972972974,0.4954228224417657,0.5738181818181818,0.4459090909090909
2026-08-24 22:00,Z3-찰리,0.9505912162162168,0.8780929937460348,0.9098181818181819,0.5802272727272727
2026-08-24 23:00,Z1-알파,0.06418918918918905,0.16260309979153448,0.16,0.21068181818181816
2026-08-24 23:00,Z2-브라보,0.5118243243243247,0.42245989304812837,0.46472727272727266,0.39931818181818185
2026-08-24 23:00,Z3-찰리,0.9763513513513519,0.8719296655488081,0.9105454545454545,0.6781818181818182
2026-08-25 00:00,Z1-알파,0.0755912162162162,0.14347865494425813,0.03127272727272725,0.21295454545454548
2026-08-25 00:00,Z2-브라보,0.5439189189189189,0.48617783014592586,0.5374545454545454,0.4090909090909091
2026-08-25 00:00,Z3-찰리,0.9413006756756757,0.9322033898305085,0.9178181818181819,0.6288636363636364
2026-08-25 01:00,Z1-알파,0.5213308123464374,0.14619777032538744,0.0625454545454545,0.2365909090909091
2026-08-25 01:00,Z2-브라보,0.5033783783783786,0.4966011057735884,0.5032727272727273,0.40863636363636363
2026-08-25 01:00,Z3-찰리,0.8720439189189194,0.8437415027644339,0.8625454545454546,0.5693181818181817
2026-08-25 02:00,Z1-알파,0.09079391891891889,0.11955043959031993,0.04945454545454543,0.17227272727272724
2026-08-25 02:00,Z2-브라보,0.5046452702702705,0.4846369980966191,0.5330909090909091,0.46340909090909094
2026-08-25 02:00,Z3-찰리,0.8597972972972976,0.9392730898214449,0.898909090909091,0.6
2026-08-25 03:00,Z1-알파,0.11444256756756764,0.025922233300099694,0.16145454545454546,0.22681818181818184
2026-08-25 03:00,Z2-브라보,0.4936655405405406,0.5453639082751744,0.43127272727272725,0.4793181818181819
2026-08-25 03:00,Z3-찰리,0.27322635135135137,0.9197860962566845,0.8509090909090908,0.5879545454545454
2026-08-25 04:00,Z1-알파,0.059966216216216305,0.14384120366174197,0.13527272727272724,0.17295454545454544
2026-08-25 04:00,Z2-브라보,0.4788851351351354,0.513822169854074,0.4952727272727273,0.3870454545454546
2026-08-25 04:00,Z3-찰리,0.9674831081081082,0.8385751835402881,0.9236363636363635,0.6072727272727273
2026-08-25 05:00,Z1-알파,0.03927364864864865,0.07658841656847641,0.0,0.24954545454545454
2026-08-25 05:00,Z2-브라보,0.5185810810810813,0.5353031813649958,0.46181818181818174,0.4684090909090909
2026-08-25 06:00,Z1-알파,0.0033783783783783074,0.06299283966282972,0.04727272727272727,0.21409090909090914
2026-08-25 06:00,Z2-브라보,0.4307432432432435,0.5482642980150457,0.5163636363636362,0.3625
2026-08-25 06:00,Z3-찰리,0.9282094594594599,0.9675518897851898,1.0,0.6195454545454545
2026-08-25 07:00,Z1-알파,0.7166385135135137,0.1738421100335357,0.1425454545454545,0.2665909090909091
2026-08-25 07:00,Z2-브라보,0.5185810810810813,0.5156349134414937,0.4923636363636364,0.3997727272727273
2026-08-25 07:00,Z3-찰리,0.9252533783783785,0.9670987038883351,0.9229090909090909,0.6102272727272727
2026-08-25 08:00,Z1-알파,0.07136824324324317,0.08945889603915518,0.13236363636363638,0.1922727272727273
2026-08-25 08:00,Z2-브라보,0.514358108108108,0.5693827608084837,0.46690909090909094,0.41704545454545455
2026-08-25 08:00,Z3-찰리,0.980996621621622,0.8315054835493519,0.9119999999999999,0.6284090909090909
2026-08-25 09:00,Z1-알파,0.0658783783783785,0.0661651409408139,0.06618181818181815,0.2293181818181818
2026-08-25 09:00,Z2-브라보,0.5029560810810811,0.5209825070243814,0.5745454545454545,0.4025
2026-08-25 09:00,Z3-찰리,0.9184966216216219,0.9205111936916522,0.8378181818181818,0.6022727272727273
2026-08-25 10:00,Z1-알파,0.09966216216216217,0.0027191153811293137,0.1316363636363636,0.23090909090909092
2026-08-25 10:00,Z2-브라보,0.5228040540540541,0.5001546908284795,0.501090909090909,0.3813636363636364
2026-08-25 10:00,Z3-찰리,0.9923986486486489,0.938094806489622,0.9927272727272727,0.5761363636363637
2026-08-25 11:00,Z1-알파,0.040118243243243076,0.019668267923502236,0.08072727272727269,0.22022727272727274
2026-08-25 11:00,Z2-브라보,0.5213308123464374,0.4573552071059548,0.5527272727272726,0.3693181818181818
2026-08-25 11:00,Z3-찰리,0.9404560810810813,0.9438955859693646,0.9272727272727271,0.608409090909091
2026-08-25 12:00,Z1-알파,0.06334459459459461,0.10096981781926948,0.12799999999999995,0.2561363636363636
2026-08-25 12:00,Z2-브라보,0.5118243243243247,0.5849723556602919,0.5156363636363636,0.3395454545454546
2026-08-25 12:00,Z3-찰리,0.9155405405405405,0.8572464424907097,0.9469090909090908,0.6484090909090909
2026-08-25 13:00,Z1-알파,0.12626689189189202,0.11574367805673884,0.13745454545454538,0.0
